id1,id2,time1,time2,corr
s3,s7,3313,3313,0.8952963611619382
s7,s11,2353,2353,-0.9236045455325632
s9,s5,1945,1909,-0.8883861354288994
s5,s12,2185,2209,0.97531692353819
s12,s9,229,181,0.8533186649222143
s2,s4,3181,3133,-0.7778740300248799
s6,s8,3757,3709,-0.8980689503971104
s2,s1,3625,3625,0.9530280407822189
s9,s8,229,193,0.8959471267575863
s12,s12,2401,2449,-0.37670979096109053
s3,s12,613,625,0.7959393568220853
s10,s7,37,49,-0.8043621531399094
s11,s12,2497,2497,-0.9177354665623985
s4,s2,2929,2941,-0.7761069734005582
s1,s9,1705,1705,0.9995749380111171
s2,s8,3301,3289,-0.9870381032688961
s9,s2,2989,2977,0.9733340478815722
s8,s9,3433,3385,-0.8277581823998668
s6,s4,1549,1549,0.7552472917478937
s4,s10,937,889,-0.8812845595254205
s3,s10,1873,1897,0.8064109091034869
s11,s7,865,817,0.7691878524704719
s3,s8,2077,2065,0.6659870820639848
s10,s6,601,613,0.8886145922635867
s8,s11,2317,2281,-0.9781224132100874
s5,s8,3457,3457,-0.9327522640678091
s10,s6,253,301,-0.8664235158640501
s5,s9,529,565,0.9001647140655695
s9,s7,157,169,0.8917658525910682
s5,s8,3037,3001,0.8536358058797977
s1,s7,2713,2761,0.8618872764028291
s2,s8,2521,2521,-0.8521515608486868
s7,s8,2593,2617,-0.7466039517057992
s7,s6,2545,2545,0.7851780857807843
s4,s12,3241,3205,-0.9821322730251003
s3,s11,1597,1573,-0.8372206453095936
s5,s7,2353,2377,-0.973321959190859
s2,s12,2737,2749,-0.9927339237676904
s3,s7,3817,3769,-0.8539354012619323
s4,s1,949,949,0.8977628906006893
s5,s12,445,457,0.9959296350038084
s11,s3,889,865,-0.7730821779023307
s1,s10,3109,3121,0.748314254493013
s8,s3,2029,2041,-0.9868132321575444
s4,s5,2725,2737,0.8465829049035682
s1,s5,1681,1657,0.938975944009827
s10,s2,697,673,-0.7242667137743731
s9,s7,3865,3889,0.8851567990455123
s12,s12,2149,2101,0.3371548917364216
s2,s9,145,133,-0.9753041247923305
s1,s6,1057,1045,-0.9314574145965631
s11,s12,3073,3097,-0.8094775781607396
s11,s1,397,349,0.8043187551303049
s10,s3,2017,2017,-0.851617801387431
s1,s5,2149,2101,-0.8838751829622495
s6,s3,2089,2113,0.843478777970664
s1,s9,2653,2677,-0.8375033398653053
s3,s1,2701,2689,0.9152914794753833
s12,s7,3085,3037,0.9490782664928744
s5,s11,2341,2389,0.8608294461234444
s6,s6,1189,1141,0.46334144432693686
s4,s9,2965,2941,0.9356334646033931
s8,s4,1093,1093,0.8700593609846368
s8,s1,1573,1537,-0.9588788341770406
s12,s4,385,409,0.9695952098873906
s4,s1,1345,1309,-0.9070985449074964
s3,s9,1333,1381,-0.9743340340810637
s3,s4,1369,1381,-0.9341399062821408
s1,s4,433,421,-0.9769368798697041
s12,s6,61,61,-0.864568515036359
s2,s9,3241,3253,-0.8860442329025894
s1,s5,2005,2053,0.8855524149537076
s5,s11,2269,2317,0.7382074994588671
s9,s1,2173,2173,-0.901502738619638
s5,s3,2905,2941,0.8357333240001162
s9,s9,301,325,-0.24395224711555638
s1,s8,3889,3877,-0.78103251504137
s10,s10,1789,1753,-0.26147624867781377
s5,s1,2881,2845,0.9469490140105958
s2,s1,2137,2161,0.8073844516829486
s4,s8,745,745,0.9966414918165937
s6,s6,3601,3589,0.0449098911680331
s10,s8,1,13,0.9763205888051595
s1,s12,505,493,-0.8291025652872354
s3,s2,1753,1789,-0.9961974580901778
s7,s10,2917,2893,-0.9587233012742125
s3,s4,637,649,0.9127342598823875
s9,s12,1117,1093,-0.9222432916161141
s3,s7,937,973,-0.8378679244482456
s2,s1,2605,2593,0.9451405541029002
s10,s10,625,673,0.4472122476726548
s10,s2,2569,2617,0.8971673874948728
s4,s11,1177,1165,-0.9770453909814562
s4,s4,1441,1429,-0.2428838824231193
s1,s6,385,433,0.9246431025871721
s11,s7,13,37,-0.8264373651458944
s11,s5,3613,3661,-0.9370320509988734
s5,s3,649,673,0.7932683153015911
s5,s2,3589,3553,0.8402127353987843
s5,s1,3745,3745,0.681276463272336
s4,s8,457,445,-0.9102457932992288
s6,s7,3157,3181,-0.8184601699216126
s7,s5,3793,3805,-0.9588319501713636
s12,s12,325,361,-0.4557838311426127
s7,s12,865,865,-0.7447400419684106
s5,s12,1453,1477,-0.872903882264893
s3,s1,1033,1069,-0.9917081808537896
s9,s6,3169,3217,0.8079129250833962
s8,s10,1225,1177,-0.8093525596876056
s11,s12,265,301,0.9008178733379018
s2,s8,1513,1525,0.9505541509777469
s10,s9,421,409,-0.8311780731534218
s4,s9,685,661,-0.8742509241531716
s1,s1,3793,3769,0.2723792050990885
s10,s8,313,277,0.7999415107633258
s12,s8,3649,3661,0.8176071595703229
s11,s10,2593,2557,-0.8282942651025521
s3,s8,3685,3649,0.9377745950459605
s5,s7,1825,1789,0.9906948118785209
s10,s10,2425,2461,0.14571221448332408
s4,s9,145,121,-0.8329267486607383
s4,s10,3169,3157,0.9275534836490524
s12,s2,25,73,0.757162807145182
s2,s12,3769,3793,0.872181562271036
s1,s7,3433,3445,0.9018363087763904
s1,s2,817,769,0.9623429037123807
s3,s10,3217,3205,0.8413388901700389
s4,s8,13,25,-0.9690720432223918
s3,s5,1729,1777,-0.9011428056731227
s9,s11,1489,1441,-0.9318505561664716
s11,s5,601,565,-0.7957244691877908
s11,s5,385,337,-0.8922666520564567
s12,s11,3301,3253,0.8119145628224222
s11,s10,3109,3085,0.8735440126716846
s5,s10,3649,3637,0.9044208796587709
s11,s3,2089,2053,-0.8937358396134469
s2,s10,2293,2341,0.8399989011671137
s9,s6,2593,2581,-0.8748374128652417
s11,s8,2629,2629,0.8505864791599458
s10,s3,2821,2821,0.7965909143500567
s7,s6,1969,1993,0.9983516297367112
s7,s2,2893,2845,0.8694025142627422
s3,s2,1321,1309,-0.9070249856975346
s12,s12,1417,1465,-0.40835331466903263
s3,s12,3709,3745,-0.7786824776974216
s1,s11,2605,2617,-0.8684197958702992
s8,s12,1813,1765,0.88017342372434
s11,s6,517,565,0.8209690404582417
s11,s2,2773,2785,-0.9678034236123868
s5,s11,3253,3289,0.8515107945362608
s9,s6,1597,1609,-0.9226016991602538
s3,s6,1645,1633,0.8840639501965825
s7,s10,1069,1081,0.9357185767213045
s9,s4,2029,2005,0.8484456378287978
s5,s8,3145,3109,-0.9411430923409191
s11,s8,1249,1249,-0.973097388442474
s9,s9,2569,2617,-0.3907697960918834
s10,s11,3445,3481,0.7684234537846424
s3,s10,433,385,-0.7845624553010577
s12,s5,937,973,-0.9037398577088022
s3,s11,1261,1285,0.9811438412758178
s8,s12,757,793,0.7767395056092161
s7,s3,3709,3661,-0.9335299394207233
s4,s9,2977,2965,0.8719509258863547
s9,s3,3721,3697,0.8996423244529504
s12,s3,3733,3733,-0.8852033957797674
s4,s10,73,121,-0.9925649087801329
s1,s5,2941,2953,0.8343071772982712
s5,s7,2149,2197,0.90657566176161
s2,s10,1261,1297,0.909928370105118
s10,s6,2665,2665,-0.7833781659692485
s8,s8,2665,2653,0.05173674257375358
s2,s5,1417,1369,0.8805716207498028
s6,s10,541,517,-0.8136254591052846
s3,s11,2365,2413,0.988290017570203
s3,s6,2221,2221,-0.9149012616614682
s11,s5,145,145,-0.7902532318630233
s1,s6,229,241,0.778424952856622
s1,s11,613,637,-0.9998198385005824
s12,s2,1753,1801,0.8627944492878915
s8,s7,3601,3637,0.9220243586028636
s4,s5,673,661,-0.9876240087689967
s6,s1,1321,1273,0.9071658277834997
s4,s7,325,349,-0.9026722221890943
s1,s3,2185,2197,0.8507920918021069
s12,s12,745,769,-0.2539010252892133
s12,s8,73,109,0.9271770863017724
s7,s11,2653,2665,0.9172461827553398
s9,s4,2005,1993,-0.792077920461737
s1,s11,2533,2569,-0.9521538577142561
s10,s7,1273,1309,0.7803345066954886
s8,s1,2533,2581,-0.8935057841743843
s6,s9,3829,3829,0.7491526972546224
s7,s2,2941,2953,0.8071141845494003
s12,s4,505,481,0.7661813180856034
s4,s7,865,913,0.8761683042864561
s8,s7,241,205,-0.78100565679394
s11,s4,229,253,0.8157122513217049
s4,s11,1129,1081,-0.8649862436748922
s1,s11,1249,1297,0.7662492319188736
s8,s4,361,349,0.9917132621847529
s4,s11,2905,2869,-0.9033687642668751
s8,s1,1789,1789,0.824096888836716
s6,s7,73,61,0.9882088441233571
s6,s9,3625,3661,-0.781514162157109
s10,s3,277,241,0.9818391839361956
s9,s11,1621,1609,-0.8376181200657267
s4,s3,2233,2185,-0.9261262885828407
s6,s2,3181,3169,0.8843943199309175
s1,s5,3385,3361,-0.9941050715250579
s9,s6,1057,1021,-0.8179148335525125
s3,s5,25,13,0.7739143228525447
s7,s11,2113,2137,-0.9888440924024663
s6,s8,3553,3505,0.7718005137586609
s12,s2,2137,2113,-0.9295563847348064
s4,s6,781,817,0.9133890585785968
s11,s9,3265,3265,-0.8507204694636902
s9,s4,853,853,-0.8214867105129648
s12,s2,2341,2329,-0.7591096735786689
s4,s10,1717,1669,-0.8996660391621123
s6,s6,3265,3253,-0.06470490807957457
s5,s5,1549,1501,-0.3211600970592188
s12,s12,685,733,0.40463860040695776
s2,s9,2053,2089,-0.9426248563369418
s7,s8,1765,1729,-0.9159764030734129
s2,s8,2161,2113,0.9867682513833801
s7,s2,1345,1381,0.9271060051673862
s6,s6,2509,2509,0.9999999999999998
s8,s6,1921,1885,0.8241611372270514
s2,s9,2965,2917,-0.9656203224762093
s6,s8,3385,3421,-0.9067406159810933
s4,s2,973,949,0.8537808368443967
s5,s7,1945,1933,-0.8524917171305265
s4,s10,2449,2401,-0.8400762964063119
s7,s5,3409,3385,0.9804922467376815
s4,s1,1393,1393,-0.8826214650502292
s11,s2,769,745,-0.8590482871728962
s8,s5,1273,1321,-0.9970753184074155
s6,s9,3709,3745,-0.9460154556255094
s10,s1,3217,3229,0.8103725453384005
s9,s2,3685,3697,-0.8054989247320943
s10,s2,529,541,0.8326223360237448
s12,s6,1009,1009,0.9297132960184523
s12,s6,2593,2593,0.6949379814498421
s12,s8,541,565,-0.7509266038400689
s2,s12,3637,3673,-0.966267125070978
s6,s5,1501,1513,0.7735256613345048
s5,s5,997,1009,0.15860435371215406
s4,s10,1477,1513,-0.8145680183748101
s7,s9,3373,3337,-0.9478947122627326
s4,s5,85,61,-0.8900390694627249
s10,s2,637,601,0.8204174366728645
s4,s2,1897,1945,0.7823484708847186
s9,s5,1537,1561,-0.796503053885194
s7,s2,265,301,0.8979786338980292
s9,s3,193,157,0.757399177080317
s1,s7,2113,2161,0.9871309073246533
s6,s1,709,721,0.896233565394829
s9,s1,1009,1045,0.86545899046021
s3,s4,3901,3889,0.8724387662255709
s7,s11,277,301,0.891424151159756
s10,s2,613,613,-0.7423582170685631
s5,s12,3481,3469,-0.8688094335614882
s5,s9,1,37,0.7316771598087308
s6,s10,157,193,-0.9937922807984533
s11,s4,409,361,-0.8712766319555102
s10,s11,3289,3325,0.8657529480959152
s8,s7,541,529,0.9393651997928983
s11,s4,1057,1081,-0.8279943841430711
s1,s2,109,109,-0.7528574648356438
s1,s11,3325,3301,-0.7500727028297208
s8,s10,3757,3805,-0.8067478480397373
s9,s9,1921,1921,1.0
s4,s10,1981,1969,-0.9788583960470845
s8,s9,553,601,0.8862360504441448
s6,s4,2833,2857,0.9444857178553397
s5,s3,229,193,0.7396871790487032
s8,s9,1321,1285,-0.7958884416970974
s6,s3,2137,2173,0.8482418042919638
s3,s8,1177,1201,0.9723360510505107
s6,s11,793,817,0.8810387167710582
s1,s12,3373,3421,0.7679282345539828
s5,s3,3865,3841,0.7907753488103371
s6,s10,2701,2713,0.8659290551676944
s7,s10,3865,3901,-0.8724213130920399
s10,s11,73,109,-0.9029012489655119
s11,s9,85,97,0.7944579373544164
s2,s6,3361,3325,-0.7690506439393014
s8,s12,853,829,0.8387068258290118
s12,s8,781,781,-0.9803585868912009
s2,s2,1345,1357,-0.05262377837338908
s3,s3,1933,1981,0.48343125622577404
s7,s11,1645,1645,-0.9292399052763172
s7,s3,733,757,-0.9782482896256027
s10,s6,3061,3073,0.8599026703566889
s5,s10,757,709,-0.7210383779369292
s8,s6,3673,3697,-0.8430819509244145
s5,s10,157,145,0.8642273512419035
s12,s10,1273,1237,0.9723300648334481
s7,s6,3553,3541,0.9415109011521937
s6,s11,2341,2329,-0.9880961895019599
s12,s3,3877,3865,-0.9365897757416144
s12,s4,2833,2797,-0.9530464677412633
s5,s12,313,289,0.9384449817302555
s7,s9,1777,1741,-0.8442180841083199
s10,s11,2065,2017,-0.8545588295978459
s8,s6,3493,3481,0.9108359165544545
s6,s1,13,1,-0.7746337949348227
s4,s3,3637,3589,0.9923396733201356
s11,s11,1489,1501,0.04128770468338195
s5,s6,3673,3661,0.9640349244315154
s4,s7,1189,1165,-0.8826119007711011
s2,s12,2701,2665,0.8567230934645004
s3,s6,3325,3373,0.9383073705313626
s3,s4,217,229,-0.9243477243678849
s11,s7,3781,3781,0.8827336249369532
s10,s10,2125,2089,0.4015185083638984
s2,s8,1489,1477,0.842075319011844
s8,s3,2773,2809,-0.8531366291734007
s3,s4,1237,1237,0.9258875325637157
s6,s7,1717,1717,-0.9782372777181687
s3,s4,565,529,0.9497635893298446
s2,s10,2533,2533,0.9287949542763477
s2,s6,2365,2365,0.8541293339858896
s9,s11,3577,3529,-0.9944964330697733
s4,s12,1537,1525,0.8866260611241764
s3,s5,3409,3397,0.9204826048582396
s10,s12,817,817,-0.9546887377584783
s6,s1,1,13,0.8066798425404675
s8,s4,841,805,0.8815523719431038
s4,s8,985,949,0.8289837287658257
s8,s6,1741,1705,0.8774764663039789
s9,s10,1345,1309,-0.8357239640606055
s12,s3,1345,1357,-0.9876445103243862
s8,s12,2089,2065,-0.8809739824493232
s2,s9,3061,3037,-0.9279186986540877
s12,s11,1801,1801,0.7913152671435244
s10,s7,2449,2413,-0.9445952291227936
s8,s6,2101,2125,0.7954934981376093
s8,s1,1465,1453,0.8704664744961386
s7,s5,3649,3697,-0.9766965323413
s1,s4,1873,1873,0.9690505948259901
s1,s6,937,913,-0.9561124026685289
s6,s7,2749,2725,0.8470957197112763
s3,s8,2605,2641,0.8042896666272061
s3,s10,2521,2545,-0.962093796983565
s1,s9,2629,2653,0.9707107573188246
s2,s4,3781,3817,0.752555033848012
s10,s8,1489,1453,0.9649295730636719
s6,s11,3793,3769,0.9370784820823626
s5,s9,877,889,-0.833304303849535
s2,s9,3601,3601,-0.812116881723916
s6,s10,2269,2269,0.685534342202971
s5,s4,469,517,0.943756711235502
s9,s1,433,469,0.7797445406287737
s8,s8,1933,1909,-0.1269810477958421
s8,s8,2485,2485,1.0
s11,s4,1261,1261,-0.9198111651874515
s4,s6,2209,2209,0.8892685170448122
s2,s12,3709,3757,0.7461970163068611
s11,s11,2221,2197,-0.11373334136711727
s7,s12,985,973,0.8967306191940553
s6,s2,1333,1369,-0.6865697933278369
s2,s6,1861,1813,-0.9063397105948663
s4,s10,2221,2209,0.774912914977334
s12,s8,577,613,0.982848026310134
