id1,id2,time1,time2,corr
s10,s4,6517,6517,0.8136605010824434
s15,s9,6505,6505,-0.8669220737906151
s3,s5,6505,6481,0.9210297953687524
s2,s11,6493,6481,0.8353483501648725
s1,s7,6481,6469,0.929058359557054
s13,s16,6457,6457,-0.9230138131249993
s12,s14,6457,6457,-0.9187309814699957
s6,s8,6445,6445,-0.924828332167974
s4,s10,6421,6421,0.8235117148448602
s13,s12,601,601,-0.8522201536303918
s14,s16,601,601,-0.8942631615054779
s11,s5,625,625,-0.9959626040477108
s7,s1,613,625,0.9535733566156256
s2,s9,637,649,-0.9341990975641133
s3,s15,649,649,0.8513869009408513
s10,s4,661,661,0.965232094452182
s6,s8,685,685,-0.8288402255979037
s13,s14,697,697,0.8953024869860742
s12,s16,697,697,-0.9194103366010162
s11,s1,721,721,0.8881698499264397
s5,s7,721,709,0.8654990182486504
s2,s9,733,745,-0.8559963725813322
s15,s3,745,745,-0.8566121982566794
s10,s4,757,757,0.9718468504763107
s8,s6,781,781,-0.9415275065270288
s14,s13,793,793,-0.9264959947224989
s12,s16,793,793,0.837571552318229
s7,s11,805,817,0.8804936258225906
s1,s5,817,817,0.8499652981168646
s2,s3,829,841,-0.9397069744961398
s15,s9,841,841,-0.8200668168718452
s4,s10,853,853,-0.8308884118933412
s8,s6,877,877,-0.94306127565221
s16,s13,889,889,-0.8702551148322684
s12,s14,889,889,-0.8922720458668774
s7,s1,901,913,-0.9559299292062905
s5,s11,913,913,0.8637648278304229
s2,s9,925,937,0.9880077724174329
s3,s15,937,937,-0.9518544637941859
s4,s10,949,949,0.8970643926467166
s8,s6,973,973,-0.9202248957739438
s14,s13,985,985,-0.9945260666326622
s12,s16,985,985,-0.985015411674494
s7,s5,997,1009,-0.9236079885018987
s1,s11,1009,1009,-0.9703069858445936
s2,s15,1021,1033,0.9846707310769836
s3,s9,1033,1033,-0.9018486745873218
s4,s10,1045,1045,0.8324046263012764
s6,s8,1069,1069,0.8874223042981548
s16,s12,1081,1081,0.8449443589326278
s13,s14,1081,1081,-0.8476232267066216
s1,s11,1105,1105,-0.8875203233290729
s5,s7,1105,1093,-0.8306044513288665
s2,s15,1117,1129,-0.8534887157978205
s3,s9,1129,1129,0.9216251201621608
s4,s10,1141,1141,-0.8593556826725234
s6,s8,1165,1165,-0.8857112448510835
s14,s16,1177,1177,0.8544189738310212
s13,s12,1177,1177,-0.8640743520656641
s7,s1,1189,1201,-0.8759989496697258
s11,s5,1201,1201,0.9763138225409688
s2,s3,1213,1225,0.8777977040785255
s9,s15,1225,1225,-0.9392704287692151
s10,s4,1237,1237,0.909001685404554
s8,s6,1261,1261,-0.8442202066718357
s13,s14,1273,1273,-0.9886565132946009
s12,s16,1273,1273,-0.8654977271667067
s7,s5,1285,1297,0.8613784144249133
s1,s11,1297,1297,-0.9883143683094365
s2,s9,1309,1321,0.8105143531045543
s3,s15,1321,1321,0.8705318271376266
s10,s4,1333,1333,-0.9883591757725378
s8,s6,1357,1357,0.9870129733518657
s12,s16,1369,1369,0.9510194004015359
s13,s14,1369,1369,0.8767308331185749
s11,s1,1393,1393,-0.9474363854699002
s7,s5,1381,1393,0.9532774256439951
s2,s3,1405,1417,0.9157534761628694
s9,s15,1417,1417,0.9226056348032282
s4,s10,1429,1429,0.9850721996906023
s6,s8,1453,1453,-0.8183908428139947
s14,s16,1465,1465,0.9917138112159379
s12,s13,1465,1465,0.8494692580934389
s1,s7,1489,1477,-0.9138203763919812
s5,s11,1489,1489,0.8922179743540964
s2,s9,1501,1513,0.9969840484872344
s3,s15,1513,1513,-0.9657263041918874
s4,s10,1525,1525,-0.9758003138434601
s6,s8,1549,1549,0.9299010024742116
s12,s16,1561,1561,-0.8243284226797261
s13,s14,1561,1561,-0.9898308976435458
s5,s11,1585,1585,0.8824374338919863
s7,s1,1573,1585,0.956848222188999
s2,s9,1597,1609,-0.8829118572831944
s15,s3,1609,1609,-0.9204373759813789
s10,s4,1621,1621,0.8606995334380988
s6,s8,1645,1645,0.842481559593806
s14,s16,1657,1657,0.8279120764805961
s12,s13,1657,1657,0.9681526867146789
s1,s11,1681,1681,-0.9113289703643486
s5,s7,1681,1669,-0.8016034842735399
s2,s3,1693,1705,-0.9234619210258328
s9,s15,1705,1705,-0.8026559817190156
s4,s10,1717,1717,-0.938980904488548
s8,s6,1741,1741,0.9980249195812279
s14,s13,1753,1753,-0.8556292857351572
s12,s16,1753,1753,0.8295907102377009
s11,s5,1777,1777,-0.8611376105390748
s7,s1,1765,1777,0.8447818093253062
s2,s15,1789,1801,0.9641930735403441
s9,s3,1801,1801,-0.99368842598683
s4,s10,1813,1813,-0.8838710033772162
s6,s8,1837,1837,0.8109578270817194
s16,s13,1849,1849,0.9944438156666146
s14,s12,1849,1849,-0.8856001038037756
s5,s7,1873,1861,0.9659004272033632
s11,s1,1873,1873,-0.9591018652562063
s2,s15,1885,1897,-0.899274918143166
s9,s3,1897,1897,0.9621609730574123
s4,s10,1909,1909,-0.9308442816034983
s6,s8,1933,1933,-0.8646594379530335
s12,s13,1945,1945,-0.8806032001898743
s14,s16,1945,1945,-0.9616931326420202
s5,s1,1969,1969,-0.9437414516891659
s7,s11,1957,1969,-0.9108138662274755
s2,s9,1981,1993,-0.9552039347149909
s3,s15,1993,1993,0.9520354056114202
s4,s10,2005,2005,-0.9130704221166218
s8,s6,2029,2029,-0.9507219933004112
s16,s13,2041,2041,-0.9142288156513128
s14,s12,2041,2041,-0.8909649697471159
s11,s5,2065,2065,-0.954880796481883
s1,s7,2065,2053,-0.9584813031899693
s2,s9,2077,2089,0.9876380456555778
s3,s15,2089,2089,-0.8813868304132515
s10,s4,2101,2101,-0.8745743130744033
s6,s8,2125,2125,0.9314181248170811
s12,s14,2137,2137,-0.9767003999647134
s13,s16,2137,2137,-0.8916677748205918
s7,s1,2149,2161,0.9303855970617868
s11,s5,2161,2161,-0.9713527698902334
s2,s9,2173,2185,0.95520451920761
s15,s3,2185,2185,-0.9864790548422481
s10,s4,2197,2197,0.9177489702755479
s6,s8,2221,2221,0.8257006375117568
s12,s13,2233,2233,0.962134172558704
s16,s14,2233,2233,0.8382680101896142
s11,s7,2257,2245,-0.8265076278900342
s1,s5,2257,2257,-0.991033579254268
s2,s9,2269,2281,0.8436880817341893
s3,s15,2281,2281,0.9326316851902314
s10,s4,2293,2293,0.9280752446843589
s8,s6,2317,2317,0.8121184744075891
s13,s14,2329,2329,-0.8316495738294669
s12,s16,2329,2329,0.9610214540213681
s11,s7,2353,2341,-0.8250673268459501
s1,s5,2353,2353,0.8575557805649874
s2,s9,2365,2377,-0.9189688421143088
s15,s3,2377,2377,0.9813532881663268
s10,s4,2389,2389,-0.8500038809900855
s6,s8,2413,2413,-0.9897747672452029
s13,s16,2425,2425,-0.9260665430371207
s12,s14,2425,2425,0.9533300859246469
s7,s5,2437,2449,-0.8405324570176735
s11,s1,2449,2449,-0.9231590654308429
s2,s3,2461,2473,-0.9711170027369727
s9,s15,2473,2473,0.911766311028076
s10,s4,2485,2485,0.8225520045709013
s8,s6,2509,2509,0.9347525015225059
s12,s14,2521,2521,-0.8792002471635658
s16,s13,2521,2521,0.9279197807126645
s5,s7,2545,2533,0.945101715674207
s11,s1,2545,2545,-0.903321463450909
s2,s3,2557,2569,0.9330037819987768
s15,s9,2569,2569,-0.9155245459538258
s4,s10,2581,2581,0.8402556119853297
s8,s6,2605,2605,-0.8175981431488408
s13,s12,2617,2617,0.9309767965424608
s14,s16,2617,2617,0.9775447220630712
s1,s7,2641,2629,0.8223733904259483
s11,s5,2641,2641,-0.9634643372416529
s2,s9,2653,2665,-0.99966834490608
s3,s15,2665,2665,-0.8432945996343175
s4,s10,2677,2677,-0.801899533370786
s8,s6,2701,2701,0.9986196371041091
s14,s16,2713,2713,-0.940907437942219
s12,s13,2713,2713,-0.9976945007460001
s5,s11,2737,2737,-0.8264497602024223
s7,s1,2725,2737,0.9614520526952829
s2,s3,2749,2761,-0.9956818578775334
s9,s15,2761,2761,-0.8561322529196789
s4,s10,2773,2773,-0.8985845520327672
s6,s8,2797,2797,-0.9301264176152019
s16,s14,2809,2809,0.9979918428146676
s13,s12,2809,2809,0.8098421806501367
s1,s5,2833,2833,0.8739897294431286
s11,s7,2833,2821,-0.9366787878790755
s2,s15,2845,2857,-0.8718179743457234
s9,s3,2857,2857,0.9955620882941836
s4,s10,2869,2869,0.8404893841489538
s6,s8,2893,2893,0.8052078745273342
s16,s12,2905,2905,-0.9314709124682283
s13,s14,2905,2905,0.8725426309340054
s1,s11,2929,2929,-0.9282039727493663
s7,s5,2917,2929,0.8863644152193733
s2,s15,2941,2953,0.9706885435867373
s3,s9,2953,2953,0.9232833878303833
s10,s4,2965,2965,0.9155916759880767
s6,s8,2989,2989,0.8595317858610624
s12,s14,3001,3001,0.8797741185287462
s16,s13,3001,3001,0.8346781012225475
s1,s5,3025,3025,-0.9398711203724062
s7,s11,3013,3025,-0.857326726079253
s2,s15,3037,3049,0.990070451514822
s9,s3,3049,3049,0.9318132285555724
s10,s4,3061,3061,0.8209848799438535
s8,s6,3085,3085,0.9462894754914749
s14,s12,3097,3097,0.9255396822207684
s13,s16,3097,3097,-0.9094476562355105
s1,s5,3121,3121,-0.9445444887100874
s7,s11,3109,3121,0.880065846101939
s2,s3,3133,3145,-0.9048707711400947
s9,s15,3145,3145,-0.8682469840528366
s10,s4,3157,3157,0.885318129208142
s6,s8,3181,3181,0.9234490525037197
s12,s13,3193,3193,0.921327381589271
s16,s14,3193,3193,-0.8608320369323544
s7,s1,3205,3217,0.8581745022460753
s11,s5,3217,3217,0.8770151772089754
s2,s9,3229,3241,-0.9425356550304816
s3,s15,3241,3241,-0.9840974540217158
s10,s4,3253,3253,0.9084338758516993
s8,s6,3277,3277,-0.9959372287309354
s16,s13,3289,3289,0.8284605916392828
s14,s12,3289,3289,-0.9041483986276834
s1,s11,3313,3313,0.8854027249410562
s5,s7,3313,3301,0.9782671721881929
s2,s9,3325,3337,0.9200385792628681
s3,s15,3337,3337,-0.9508753372967512
s10,s4,3349,3349,-0.89586587857874
s6,s8,3373,3373,0.8153032429220474
s14,s12,3385,3385,-0.9391291579954071
s13,s16,3385,3385,0.9604915234612785
s1,s11,3409,3409,-0.845610972066769
s5,s7,3409,3397,-0.8370618161654305
s2,s9,3421,3433,0.8941863166131099
s15,s3,3433,3433,-0.9820828173774269
s10,s4,3445,3445,-0.9363972670143424
s8,s6,3469,3469,-0.8292356056058664
s16,s12,3481,3481,0.871678553677071
s14,s13,3481,3481,-0.9748245487161715
s7,s5,3493,3505,-0.9787018307251479
s1,s11,3505,3505,0.9552634351750895
s2,s9,3517,3529,-0.8237888096661795
s15,s3,3529,3529,0.9218475244636986
s4,s10,3541,3541,-0.9343178195938173
s8,s6,3565,3565,0.9222570654810244
s13,s14,3577,3577,0.8427499412603471
s12,s16,3577,3577,0.8600718063698518
s1,s7,3601,3589,-0.9633043361515341
s5,s11,3601,3601,-0.9445699170670838
s2,s3,3613,3625,-0.9527223443843306
s9,s15,3625,3625,-0.9513840299803396
s10,s4,3637,3637,0.9938971713218288
s8,s6,3661,3661,-0.9191215145715728
s12,s13,3673,3673,-0.8892675716113968
s16,s14,3673,3673,-0.8659279361863792
s7,s5,3685,3697,0.9548798901167839
s1,s11,3697,3697,0.8299613294168747
s2,s15,3709,3721,0.8149374072138524
s9,s3,3721,3721,0.9453157460505242
s10,s4,3733,3733,-0.843914599254524
s8,s6,3757,3757,-0.9498173182565851
s12,s14,3769,3769,-0.9254035279711347
s16,s13,3769,3769,0.9640101090932792
s11,s7,3793,3781,0.9514749607447365
s1,s5,3793,3793,0.8422163898496534
s2,s15,3805,3817,0.9188807820953806
s3,s9,3817,3817,-0.9876850780833728
s10,s4,3829,3829,0.9720944521022075
s8,s6,3853,3853,-0.8670017893038525
s12,s14,3865,3865,0.9973126716586728
s13,s16,3865,3865,-0.9151232565247955
s7,s11,3877,3889,-0.8601107588706318
s5,s1,3889,3889,0.8210688960458307
s2,s15,3901,3913,-0.8794670593633744
s3,s9,3913,3913,-0.8712431709032766
s10,s4,3925,3925,0.9538420966622759
s6,s8,3949,3949,0.8027592100335033
s14,s16,3961,3961,-0.872367603442261
s13,s12,3961,3961,0.9592224071164637
s7,s11,3973,3985,0.8962468114520524
s5,s1,3985,3985,-0.9530665480059066
s2,s15,3997,4009,0.939482611506847
s3,s9,4009,4009,0.9247357615381073
s10,s4,4021,4021,0.8326162809508916
s6,s8,4045,4045,0.9960215567235087
s12,s13,4057,4057,0.8742505572798025
s14,s16,4057,4057,-0.8152342775479128
s7,s11,4069,4081,-0.812678830337493
s1,s5,4081,4081,0.935469803864334
s2,s3,4093,4105,0.9196442808049777
s9,s15,4105,4105,-0.8692368841569235
s10,s4,4117,4117,0.8392563290008724
s6,s8,4141,4141,-0.9408379119520605
s12,s13,4153,4153,-0.8766321618055687
s16,s14,4153,4153,0.8838673393973564
s11,s1,4177,4177,-0.8633111991984217
s7,s5,4165,4177,0.8142268521336964
s2,s15,4189,4201,-0.9484204737293019
s3,s9,4201,4201,0.8978403128786463
s10,s4,4213,4213,-0.9468117557302405
s6,s8,4237,4237,0.9289252037770133
s14,s13,4249,4249,-0.9096639767064607
s16,s12,4249,4249,0.809968042311581
s11,s5,4273,4273,-0.8926031147447436
s7,s1,4261,4273,0.9479110541170843
s2,s9,4285,4297,-0.847743427926862
s3,s15,4297,4297,-0.9304703160678601
s10,s4,4309,4309,-0.8200368547312908
s6,s8,4333,4333,0.8516945892941904
s16,s13,4345,4345,0.9582501605211201
s12,s14,4345,4345,-0.9919466690875177
s1,s7,4369,4357,0.9326778826834129
s11,s5,4369,4369,-0.8822141612016832
s2,s3,4381,4393,-0.8109562296807562
s9,s15,4393,4393,-0.9500965864576307
s4,s10,4405,4405,0.8254606904837795
s6,s8,4429,4429,0.8513987032142772
s12,s13,4441,4441,-0.9257742239001614
s16,s14,4441,4441,-0.9130099536801112
s1,s11,4465,4465,-0.9727352461252433
s7,s5,4453,4465,-0.8589960151318052
s2,s9,4477,4489,-0.9060185076860005
s3,s15,4489,4489,-0.855508077653023
s4,s10,4501,4501,0.9020057389395406
s8,s6,4525,4525,0.9780809938948504
s14,s13,4537,4537,0.945889685596753
s16,s12,4537,4537,-0.9066252730542402
s7,s11,4549,4561,0.9226329721576139
s1,s5,4561,4561,0.9140830381885752
s2,s3,4573,4585,-0.9695701497321134
s9,s15,4585,4585,-0.9991940985657524
s10,s4,4597,4597,0.9263295542663494
s8,s6,4621,4621,0.9797565996319277
s14,s12,4633,4633,0.878095191941203
s13,s16,4633,4633,0.9368154069576403
s7,s11,4645,4657,-0.9481798005993842
s5,s1,4657,4657,0.9533601258622875
s2,s9,4669,4681,-0.9962636655005795
s15,s3,4681,4681,0.9946928140918393
s10,s4,4693,4693,-0.8899797973767368
s6,s8,4717,4717,-0.8822497977341576
s14,s13,4729,4729,0.8122486514843813
s16,s12,4729,4729,0.9429824464173334
s1,s11,4753,4753,0.8300242661940903
s5,s7,4753,4741,-0.9560059099426788
s2,s3,4765,4777,0.9298825942012625
s9,s15,4777,4777,-0.9129062507379216
s10,s4,4789,4789,-0.8390471633197516
s6,s8,4813,4813,-0.8418633428471624
s13,s16,4825,4825,-0.8812721439049437
s12,s14,4825,4825,-0.8520409923259843
s11,s7,4849,4837,-0.9753494829782324
s5,s1,4849,4849,0.8696709615996097
s2,s3,4861,4873,0.8852558801595611
s15,s9,4873,4873,-0.9929966121522371
s4,s10,4885,4885,-0.9036995678943855
s8,s6,4909,4909,0.9947301826500362
s16,s12,4921,4921,0.8453810332698276
s14,s13,4921,4921,0.928339806104225
s11,s5,4945,4945,-0.9807362407696666
s7,s1,4933,4945,-0.8711717973576378
s2,s9,4957,4969,-0.9770941990490638
s3,s15,4969,4969,-0.9777727766312778
s4,s10,4981,4981,-0.8197056500515458
s6,s8,5005,5005,0.9102648251791688
s16,s14,5017,5017,0.8244043800055771
s12,s13,5017,5017,-0.881936356123195
s5,s1,5041,5041,0.8234693786999091
s7,s11,5029,5041,-0.9505497087072897
s2,s9,5053,5065,0.8229826741826611
s3,s15,5065,5065,0.911594196478371
s4,s10,5077,5077,-0.9569701722643564
s6,s8,5101,5101,-0.8225115050012791
s14,s12,5113,5113,-0.8950806371233148
s13,s16,5113,5113,0.9927398552330926
s1,s11,5137,5137,-0.8684494831067254
s5,s7,5137,5125,0.9364910638760338
s2,s15,5149,5161,-0.8394130358236757
s3,s9,5161,5161,-0.8437750909428129
s10,s4,5173,5173,-0.9094946838583041
s6,s8,5197,5197,-0.9859205182167584
s12,s13,5209,5209,0.9945427543662958
s14,s16,5209,5209,0.9009350189181383
s11,s1,5233,5233,-0.8458525863653994
s5,s7,5233,5221,0.92449595911577
s2,s3,5245,5257,-0.9277989055553263
s9,s15,5257,5257,0.906806392760643
s4,s10,5269,5269,-0.95325873110285
s6,s8,5293,5293,-0.9009791872053281
s13,s16,5305,5305,0.9813418289677888
s12,s14,5305,5305,-0.8167958376657315
s11,s5,5329,5329,0.8415406670678117
s1,s7,5329,5317,-0.8326416167660731
s2,s3,5341,5353,0.9677461293480398
s15,s9,5353,5353,0.8258957712595865
s10,s4,5365,5365,0.9584062751382076
s6,s8,5389,5389,0.8958150767599841
s14,s12,5401,5401,0.8348080306903155
s13,s16,5401,5401,-0.8271213023387713
s11,s1,5425,5425,-0.8366662552530489
s7,s5,5413,5425,0.9726257214580113
s2,s15,5437,5449,0.9271543668181612
s3,s9,5449,5449,-0.8824447046466043
s10,s4,5461,5461,0.889936679469777
s6,s8,5485,5485,-0.8153117523803433
s14,s13,5497,5497,0.9337077637715884
s12,s16,5497,5497,-0.8800335588030421
s1,s5,5521,5521,0.8352029575371656
s7,s11,5509,5521,0.8789181550179512
s2,s15,5533,5545,-0.9466157453317999
s9,s3,5545,5545,0.9391145434179679
s10,s4,5557,5557,-0.9077497991902513
s8,s6,5581,5581,-0.9233147085009786
s16,s14,5593,5593,0.850374249728933
s12,s13,5593,5593,0.9134031195318624
s11,s1,5617,5617,0.8778777884507254
s5,s7,5617,5605,0.9404777791438556
s2,s15,5629,5641,-0.8637305204696266
s3,s9,5641,5641,0.95393271208633
s4,s10,5653,5653,0.8844965915196086
s8,s6,5677,5677,0.886646636418155
s16,s13,5689,5689,0.882454566763693
s12,s14,5689,5689,0.9758026645665352
s7,s11,5701,5713,-0.8812216410891119
s1,s5,5713,5713,0.9741640972654871
s2,s3,5725,5737,-0.902274223748578
s15,s9,5737,5737,-0.8813234996390238
s10,s4,5749,5749,0.8853907424288587
s6,s8,5773,5773,-0.9936120887967487
s14,s16,5785,5785,0.9417388997560789
s13,s12,5785,5785,-0.8775202159235
s11,s5,5809,5809,0.873236491998321
s7,s1,5797,5809,0.8617133238960346
s2,s3,5821,5833,-0.8327583129398862
s9,s15,5833,5833,0.9865913745475688
s4,s10,5845,5845,-0.857602415526354
s8,s6,5869,5869,-0.9771322128143295
s12,s16,5881,5881,-0.8006034330965114
s13,s14,5881,5881,-0.9819024626341051
s5,s1,5905,5905,0.9992083391817255
s11,s7,5905,5893,-0.9199486585229485
s2,s15,5917,5929,0.811313829140088
s9,s3,5929,5929,0.8545563956080596
s4,s10,5941,5941,-0.9474481138356246
s8,s6,5965,5965,-0.8376163175688622
s12,s16,5977,5977,0.9396529608260622
s14,s13,5977,5977,-0.8280651608564267
s5,s11,6001,6001,0.9357968920918558
s1,s7,6001,5989,-0.8609784238881141
s2,s15,6013,6025,0.9075013783058133
s9,s3,6025,6025,0.9351978916432023
s4,s10,6037,6037,0.9567259603532632
s6,s8,6061,6061,0.8778125308931659
s14,s16,6073,6073,-0.9286983675939452
s13,s12,6073,6073,0.9200761016267984
s7,s5,6085,6097,-0.9880551777582969
s11,s1,6097,6097,0.974821757993493
s2,s15,6109,6121,-0.8365484719682121
s3,s9,6121,6121,0.8880889453867302
s10,s4,6133,6133,-0.848128810861767
s6,s8,6157,6157,-0.8812906230988445
s14,s16,6169,6169,-0.9930090036601266
s12,s13,6169,6169,0.9451669994498766
s11,s5,6193,6193,-0.827160171287255
s1,s7,6193,6181,0.9530806579176342
s2,s9,6205,6217,-0.9712737990552377
s15,s3,6217,6217,-0.9919051514306978
s10,s4,6229,6229,-0.9242305033074967
s8,s6,6253,6253,0.9949260323477546
s13,s16,6265,6265,0.8920622106731898
s12,s14,6265,6265,0.8710556045905797
s1,s11,6289,6289,-0.8595183940741042
s5,s7,6289,6277,0.9619882951921888
s2,s9,6301,6313,0.8339678038733292
s3,s15,6313,6313,-0.9826273776762051
s10,s4,6325,6325,0.9247112708629196
s6,s8,6349,6349,0.9797856270157355
s14,s13,6361,6361,-0.8647540485104802
s12,s2,6361,6397,0.9354490941661979
s1,s11,6385,6385,-0.8567898779312018
s7,s15,6373,6409,0.8692586230496243
s5,s16,6385,6361,0.8842797441694761
s9,s3,6409,6409,0.8399123616843189
s14,s12,4825,4825,-0.9108838001900359
